"","Scenario","Hunting_bias","Herring_quality","year","lb","md","ub","group"
"8157","2400","Historical","+0.2g/yr",2079,77989.55,117508.5,189031.35,"2400 Historical +0.2g/yr"
"8158","3050","Historical","+0.2g/yr",2079,75297.225,115344,187068.45,"3050 Historical +0.2g/yr"
"8159","3600","Historical","+0.2g/yr",2079,0,109801.5,179519.95,"3600 Historical +0.2g/yr"
"8160","4800","Historical","+0.2g/yr",2079,0,0,93087.8499999999,"4800 Historical +0.2g/yr"
"8161","0","Pup","+0.2g/yr",2079,83121.625,123715.5,195602,"0 Pup +0.2g/yr"
"8162","1311","Pup","+0.2g/yr",2079,82194.55,122595.5,194489.15,"1311 Pup +0.2g/yr"
"8163","2400","Pup","+0.2g/yr",2079,78241.425,117624.5,189241.25,"2400 Pup +0.2g/yr"
"8164","3050","Pup","+0.2g/yr",2079,75282.425,115901,187411.425,"3050 Pup +0.2g/yr"
"8165","3600","Pup","+0.2g/yr",2079,59657.55,111390,183806.075,"3600 Pup +0.2g/yr"
"8166","4800","Pup","+0.2g/yr",2079,0,0,115945.55,"4800 Pup +0.2g/yr"
"8167","0","Adult","+0.2g/yr",2079,83125.025,123846.5,195860.025,"0 Adult +0.2g/yr"
"8168","1311","Adult","+0.2g/yr",2079,82181,122323,194574.575,"1311 Adult +0.2g/yr"
"8169","2400","Adult","+0.2g/yr",2079,77477.45,117085,187941.325,"2400 Adult +0.2g/yr"
"8170","3050","Adult","+0.2g/yr",2079,72934.05,114278,185138.775,"3050 Adult +0.2g/yr"
"8171","3600","Adult","+0.2g/yr",2079,0,103199.5,175511.625,"3600 Adult +0.2g/yr"
"8172","4800","Adult","+0.2g/yr",2079,0,0,0,"4800 Adult +0.2g/yr"
"8173","0","Male","+0.2g/yr",2079,83454.775,123797,195986.3,"0 Male +0.2g/yr"
"8174","1311","Male","+0.2g/yr",2079,82342.525,122585.5,194595.925,"1311 Male +0.2g/yr"
"8175","2400","Male","+0.2g/yr",2079,78849.625,118497,190302.1,"2400 Male +0.2g/yr"
"8176","3050","Male","+0.2g/yr",2079,77554.85,117265.5,188717.875,"3050 Male +0.2g/yr"
"8177","3600","Male","+0.2g/yr",2079,75240.325,115675,187788.25,"3600 Male +0.2g/yr"
"8178","4800","Male","+0.2g/yr",2079,0,11975,161883.55,"4800 Male +0.2g/yr"
"8179","0","Female","+0.2g/yr",2079,83273.6,123690,195760.05,"0 Female +0.2g/yr"
"8180","1311","Female","+0.2g/yr",2079,81951,122196.5,194215.275,"1311 Female +0.2g/yr"
"8181","2400","Female","+0.2g/yr",2079,75825.875,116021,187910.25,"2400 Female +0.2g/yr"
"8182","3050","Female","+0.2g/yr",2079,21132.325,110119.5,182762.4,"3050 Female +0.2g/yr"
"8183","3600","Female","+0.2g/yr",2079,0,23162,159269.725,"3600 Female +0.2g/yr"
"8184","4800","Female","+0.2g/yr",2079,0,0,0,"4800 Female +0.2g/yr"
"8185","0","Historical","-0.2g/yr",2079,80641.325,119335,186837.925,"0 Historical -0.2g/yr"
"8186","1311","Historical","-0.2g/yr",2079,79169.075,117588.5,185672.975,"1311 Historical -0.2g/yr"
"8187","2400","Historical","-0.2g/yr",2079,71431.85,110014,178567.25,"2400 Historical -0.2g/yr"
"8188","3050","Historical","-0.2g/yr",2079,17714.375,101203,165606.375,"3050 Historical -0.2g/yr"
"8189","3600","Historical","-0.2g/yr",2079,0,38623,138013.975,"3600 Historical -0.2g/yr"
"8190","4800","Historical","-0.2g/yr",2079,0,0,0,"4800 Historical -0.2g/yr"
"8191","0","Pup","-0.2g/yr",2079,80601.125,119314.5,186980.3,"0 Pup -0.2g/yr"
"8192","1311","Pup","-0.2g/yr",2079,79411.8,117736,185365.65,"1311 Pup -0.2g/yr"
"8193","2400","Pup","-0.2g/yr",2079,72157.725,110379.5,178944.55,"2400 Pup -0.2g/yr"
"8194","3050","Pup","-0.2g/yr",2079,41914.2,103175.5,169015.025,"3050 Pup -0.2g/yr"
"8195","3600","Pup","-0.2g/yr",2079,0,66085,146540.175,"3600 Pup -0.2g/yr"
"8196","4800","Pup","-0.2g/yr",2079,0,0,0,"4800 Pup -0.2g/yr"
"8197","0","Adult","-0.2g/yr",2079,80631.95,119334,186917.6,"0 Adult -0.2g/yr"
"8198","1311","Adult","-0.2g/yr",2079,79192.8,117583,185246.95,"1311 Adult -0.2g/yr"
"8199","2400","Adult","-0.2g/yr",2079,69653.925,109036.5,175371.425,"2400 Adult -0.2g/yr"
"8200","3050","Adult","-0.2g/yr",2079,0,93858,159707.125,"3050 Adult -0.2g/yr"
"8201","3600","Adult","-0.2g/yr",2079,0,0,123509.875,"3600 Adult -0.2g/yr"
"8202","4800","Adult","-0.2g/yr",2079,0,0,0,"4800 Adult -0.2g/yr"
"8203","0","Male","-0.2g/yr",2079,80613.525,119283.5,187236.1,"0 Male -0.2g/yr"
"8204","1311","Male","-0.2g/yr",2079,79352.95,117841.5,185773.625,"1311 Male -0.2g/yr"
"8205","2400","Male","-0.2g/yr",2079,74132.725,112239.5,180088.5,"2400 Male -0.2g/yr"
"8206","3050","Male","-0.2g/yr",2079,69479.275,108879.5,175199.95,"3050 Male -0.2g/yr"
"8207","3600","Male","-0.2g/yr",2079,0,100047.5,165509.425,"3600 Male -0.2g/yr"
"8208","4800","Male","-0.2g/yr",2079,0,0,76949.2,"4800 Male -0.2g/yr"
"8209","0","Female","-0.2g/yr",2079,80533.75,119324.5,186962.825,"0 Female -0.2g/yr"
"8210","1311","Female","-0.2g/yr",2079,79193.675,117359.5,184942.775,"1311 Female -0.2g/yr"
"8211","2400","Female","-0.2g/yr",2079,61070.875,105383,171528.9,"2400 Female -0.2g/yr"
"8212","3050","Female","-0.2g/yr",2079,0,51690.5,140503.475,"3050 Female -0.2g/yr"
"8213","3600","Female","-0.2g/yr",2079,0,0,57269.425,"3600 Female -0.2g/yr"
"8214","4800","Female","-0.2g/yr",2079,0,0,0,"4800 Female -0.2g/yr"
"8215","0","Historical","+4g in 2025",2079,83114.875,123150.5,194735.525,"0 Historical +4g in 2025"
"8216","1311","Historical","+4g in 2025",2079,81822.55,121630.5,193512.8,"1311 Historical +4g in 2025"
"8217","2400","Historical","+4g in 2025",2079,77096.6,116637.5,187700.1,"2400 Historical +4g in 2025"
"8218","3050","Historical","+4g in 2025",2079,74127.975,114552,185143.025,"3050 Historical +4g in 2025"
"8219","3600","Historical","+4g in 2025",2079,55092.25,110724,181958.775,"3600 Historical +4g in 2025"
"8220","4800","Historical","+4g in 2025",2079,0,0,147096.625,"4800 Historical +4g in 2025"
"8221","0","Pup","+4g in 2025",2079,82896.575,123148.5,194615.75,"0 Pup +4g in 2025"
"8222","1311","Pup","+4g in 2025",2079,81928.275,121787.5,193032.425,"1311 Pup +4g in 2025"
"8223","2400","Pup","+4g in 2025",2079,77577.325,116748.5,188531.2,"2400 Pup +4g in 2025"
"8224","3050","Pup","+4g in 2025",2079,74579.95,114716.5,186032.575,"3050 Pup +4g in 2025"
"8225","3600","Pup","+4g in 2025",2079,68635,111679,182725.725,"3600 Pup +4g in 2025"
"8226","4800","Pup","+4g in 2025",2079,0,0,155280.825,"4800 Pup +4g in 2025"
"8227","0","Adult","+4g in 2025",2079,83063.4,123007.5,194690,"0 Adult +4g in 2025"
"8228","1311","Adult","+4g in 2025",2079,81896.8,121670.5,193162.125,"1311 Adult +4g in 2025"
"8229","2400","Adult","+4g in 2025",2079,77133.2,116090.5,187770.3,"2400 Adult +4g in 2025"
"8230","3050","Adult","+4g in 2025",2079,72005.325,113546.5,184620.35,"3050 Adult +4g in 2025"
"8231","3600","Adult","+4g in 2025",2079,0,106756.5,177514.375,"3600 Adult +4g in 2025"
"8232","4800","Adult","+4g in 2025",2079,0,0,107967.35,"4800 Adult +4g in 2025"
"8233","0","Male","+4g in 2025",2079,82874.95,123142.5,194637.425,"0 Male +4g in 2025"
"8234","1311","Male","+4g in 2025",2079,82058.9,121932,193881.8,"1311 Male +4g in 2025"
"8235","2400","Male","+4g in 2025",2079,78502.95,117757.5,189052.975,"2400 Male +4g in 2025"
"8236","3050","Male","+4g in 2025",2079,77181.625,116195,187485,"3050 Male +4g in 2025"
"8237","3600","Male","+4g in 2025",2079,74270.525,114694,186051,"3600 Male +4g in 2025"
"8238","4800","Male","+4g in 2025",2079,0,98159.5,173081.825,"4800 Male +4g in 2025"
"8239","0","Female","+4g in 2025",2079,82921.175,122825,194798.4,"0 Female +4g in 2025"
"8240","1311","Female","+4g in 2025",2079,81497.6,121503,193006.3,"1311 Female +4g in 2025"
"8241","2400","Female","+4g in 2025",2079,75135.875,114944,186431.375,"2400 Female +4g in 2025"
"8242","3050","Female","+4g in 2025",2079,60910.6,110843.5,182341.6,"3050 Female +4g in 2025"
"8243","3600","Female","+4g in 2025",2079,0,92732,172166.2,"3600 Female +4g in 2025"
"8244","4800","Female","+4g in 2025",2079,0,0,0,"4800 Female +4g in 2025"
"8245","0","Historical","-4g in 2025",2079,80483.4,119575.5,187371.55,"0 Historical -4g in 2025"
"8246","1311","Historical","-4g in 2025",2079,79600.75,118072.5,185642.5,"1311 Historical -4g in 2025"
"8247","2400","Historical","-4g in 2025",2079,72755.875,111020.5,178220.325,"2400 Historical -4g in 2025"
"8248","3050","Historical","-4g in 2025",2079,0,100643.5,163458.225,"3050 Historical -4g in 2025"
"8249","3600","Historical","-4g in 2025",2079,0,17535,137121.075,"3600 Historical -4g in 2025"
"8250","4800","Historical","-4g in 2025",2079,0,0,0,"4800 Historical -4g in 2025"
"8251","0","Pup","-4g in 2025",2079,80695.625,119612.5,187306.25,"0 Pup -4g in 2025"
"8252","1311","Pup","-4g in 2025",2079,79653.125,118096.5,185658.3,"1311 Pup -4g in 2025"
"8253","2400","Pup","-4g in 2025",2079,74202,111070,178545.525,"2400 Pup -4g in 2025"
"8254","3050","Pup","-4g in 2025",2079,29362.5,103346.5,168289.625,"3050 Pup -4g in 2025"
"8255","3600","Pup","-4g in 2025",2079,0,55883,143749.175,"3600 Pup -4g in 2025"
"8256","4800","Pup","-4g in 2025",2079,0,0,0,"4800 Pup -4g in 2025"
"8257","0","Adult","-4g in 2025",2079,80536.575,119555.5,186812.65,"0 Adult -4g in 2025"
"8258","1311","Adult","-4g in 2025",2079,79556.15,117945.5,185534.15,"1311 Adult -4g in 2025"
"8259","2400","Adult","-4g in 2025",2079,70246.6,109893,175425.6,"2400 Adult -4g in 2025"
"8260","3050","Adult","-4g in 2025",2079,0,91722.5,160181.15,"3050 Adult -4g in 2025"
"8261","3600","Adult","-4g in 2025",2079,0,0,118601.875,"3600 Adult -4g in 2025"
"8262","4800","Adult","-4g in 2025",2079,0,0,0,"4800 Adult -4g in 2025"
"8263","0","Male","-4g in 2025",2079,80701.15,119660.5,187164.875,"0 Male -4g in 2025"
"8264","1311","Male","-4g in 2025",2079,79616.725,118348,185698.05,"1311 Male -4g in 2025"
"8265","2400","Male","-4g in 2025",2079,75297.65,112822.5,180202.775,"2400 Male -4g in 2025"
"8266","3050","Male","-4g in 2025",2079,70272.375,109737,174999.875,"3050 Male -4g in 2025"
"8267","3600","Male","-4g in 2025",2079,0,99904,163834.625,"3600 Male -4g in 2025"
"8268","4800","Male","-4g in 2025",2079,0,0,68638.1,"4800 Male -4g in 2025"
"8269","0","Female","-4g in 2025",2079,80820.025,119741.5,187314.075,"0 Female -4g in 2025"
"8270","1311","Female","-4g in 2025",2079,79357.825,117779.5,185111.075,"1311 Female -4g in 2025"
"8271","2400","Female","-4g in 2025",2079,59856.925,106074.5,172385.4,"2400 Female -4g in 2025"
"8272","3050","Female","-4g in 2025",2079,0,37075.5,140060.825,"3050 Female -4g in 2025"
"8273","3600","Female","-4g in 2025",2079,0,0,56443.6,"3600 Female -4g in 2025"
"8274","4800","Female","-4g in 2025",2079,0,0,0,"4800 Female -4g in 2025"
"8275","0","Historical","Mean of historical",2080,80931.825,120247,188191.025,"0 Historical Mean of historical"
"8276","1311","Historical","Mean of historical",2080,79929.75,118726.5,186472.45,"1311 Historical Mean of historical"
"8277","2400","Historical","Mean of historical",2080,74774.7,112501.5,180767.1,"2400 Historical Mean of historical"
"8278","3050","Historical","Mean of historical",2080,61391.525,108044,173322.625,"3050 Historical Mean of historical"
"8279","3600","Historical","Mean of historical",2080,0,81461,154763.95,"3600 Historical Mean of historical"
"8280","4800","Historical","Mean of historical",2080,0,0,0,"4800 Historical Mean of historical"
"8281","0","Pup","Mean of historical",2080,80981.7,120225.5,188072.05,"0 Pup Mean of historical"
"8282","1311","Pup","Mean of historical",2080,80038.45,118750.5,186765.9,"1311 Pup Mean of historical"
"8283","2400","Pup","Mean of historical",2080,75061.325,112726.5,180628.775,"2400 Pup Mean of historical"
"8284","3050","Pup","Mean of historical",2080,66965.075,108921,176375.825,"3050 Pup Mean of historical"
"8285","3600","Pup","Mean of historical",2080,0,90774,161360.025,"3600 Pup Mean of historical"
"8286","4800","Pup","Mean of historical",2080,0,0,0,"4800 Pup Mean of historical"
"8287","0","Adult","Mean of historical",2080,81009.15,120252,188488.225,"0 Adult Mean of historical"
"8288","1311","Adult","Mean of historical",2080,80135.8,118794,186578.4,"1311 Adult Mean of historical"
"8289","2400","Adult","Mean of historical",2080,73542.575,111948.5,179680.95,"2400 Adult Mean of historical"
"8290","3050","Adult","Mean of historical",2080,2259.075,102984,170693.625,"3050 Adult Mean of historical"
"8291","3600","Adult","Mean of historical",2080,0,1840.5,143110.925,"3600 Adult Mean of historical"
"8292","4800","Adult","Mean of historical",2080,0,0,0,"4800 Adult Mean of historical"
"8293","0","Male","Mean of historical",2080,80963.775,120263.5,187945.6,"0 Male Mean of historical"
"8294","1311","Male","Mean of historical",2080,80207.775,119290,187122.875,"1311 Male Mean of historical"
"8295","2400","Male","Mean of historical",2080,76530.05,114096.5,181491.65,"2400 Male Mean of historical"
"8296","3050","Male","Mean of historical",2080,73383.075,112033,179683.175,"3050 Male Mean of historical"
"8297","3600","Male","Mean of historical",2080,54351.425,108130.5,173294.85,"3600 Male Mean of historical"
"8298","4800","Male","Mean of historical",2080,0,0,111587.825,"4800 Male Mean of historical"
"8299","0","Female","Mean of historical",2080,80959.925,120284,188121.2,"0 Female Mean of historical"
"8300","1311","Female","Mean of historical",2080,79768.025,118535,186081.275,"1311 Female Mean of historical"
"8301","2400","Female","Mean of historical",2080,70284.475,109783.5,177382.15,"2400 Female Mean of historical"
"8302","3050","Female","Mean of historical",2080,0,84476,156622.225,"3050 Female Mean of historical"
"8303","3600","Female","Mean of historical",2080,0,0,105940,"3600 Female Mean of historical"
"8304","4800","Female","Mean of historical",2080,0,0,0,"4800 Female Mean of historical"
"8305","0","Historical","+0.2g/yr",2080,83268.175,123812.5,195730.4,"0 Historical +0.2g/yr"
"8306","1311","Historical","+0.2g/yr",2080,82261.85,122317.5,194318.75,"1311 Historical +0.2g/yr"
"8307","2400","Historical","+0.2g/yr",2080,77907.575,117425,189020.2,"2400 Historical +0.2g/yr"
"8308","3050","Historical","+0.2g/yr",2080,75115.9,115687.5,187345.225,"3050 Historical +0.2g/yr"
"8309","3600","Historical","+0.2g/yr",2080,0,110079.5,180058.075,"3600 Historical +0.2g/yr"
"8310","4800","Historical","+0.2g/yr",2080,0,0,94330.9,"4800 Historical +0.2g/yr"
"8311","0","Pup","+0.2g/yr",2080,83326.95,123855.5,195608.225,"0 Pup +0.2g/yr"
"8312","1311","Pup","+0.2g/yr",2080,82421.75,122292,194494.825,"1311 Pup +0.2g/yr"
"8313","2400","Pup","+0.2g/yr",2080,78239.3,117652,189547.475,"2400 Pup +0.2g/yr"
"8314","3050","Pup","+0.2g/yr",2080,75265.8,115982,187565.125,"3050 Pup +0.2g/yr"
"8315","3600","Pup","+0.2g/yr",2080,60010.875,112021,184035.825,"3600 Pup +0.2g/yr"
"8316","4800","Pup","+0.2g/yr",2080,0,0,116287.9,"4800 Pup +0.2g/yr"
"8317","0","Adult","+0.2g/yr",2080,83292.75,123600.5,195828.725,"0 Adult +0.2g/yr"
"8318","1311","Adult","+0.2g/yr",2080,82317.075,122341,194197.225,"1311 Adult +0.2g/yr"
"8319","2400","Adult","+0.2g/yr",2080,77475.15,117225.5,188400.75,"2400 Adult +0.2g/yr"
"8320","3050","Adult","+0.2g/yr",2080,72814.925,114535.5,186529.3,"3050 Adult +0.2g/yr"
"8321","3600","Adult","+0.2g/yr",2080,0,103383.5,175482.525,"3600 Adult +0.2g/yr"
"8322","4800","Adult","+0.2g/yr",2080,0,0,0,"4800 Adult +0.2g/yr"
"8323","0","Male","+0.2g/yr",2080,83155.525,123459.5,196105.775,"0 Male +0.2g/yr"
"8324","1311","Male","+0.2g/yr",2080,82349.65,122882,194552.55,"1311 Male +0.2g/yr"
"8325","2400","Male","+0.2g/yr",2080,79311.9,118492,190321.5,"2400 Male +0.2g/yr"
"8326","3050","Male","+0.2g/yr",2080,77642.25,117202.5,189037.6,"3050 Male +0.2g/yr"
"8327","3600","Male","+0.2g/yr",2080,75175.425,115759,187273.95,"3600 Male +0.2g/yr"
"8328","4800","Male","+0.2g/yr",2080,0,8294,162597.075,"4800 Male +0.2g/yr"
"8329","0","Female","+0.2g/yr",2080,83060.075,123601,196303.775,"0 Female +0.2g/yr"
"8330","1311","Female","+0.2g/yr",2080,82121.65,122379,194089.7,"1311 Female +0.2g/yr"
"8331","2400","Female","+0.2g/yr",2080,75895.625,116069,187957.55,"2400 Female +0.2g/yr"
"8332","3050","Female","+0.2g/yr",2080,19036.675,110193,183134.475,"3050 Female +0.2g/yr"
"8333","3600","Female","+0.2g/yr",2080,0,20716,160663.375,"3600 Female +0.2g/yr"
"8334","4800","Female","+0.2g/yr",2080,0,0,0,"4800 Female +0.2g/yr"
"8335","0","Historical","-0.2g/yr",2080,80458.575,119192,186973.15,"0 Historical -0.2g/yr"
"8336","1311","Historical","-0.2g/yr",2080,79284.575,117635,185415.8,"1311 Historical -0.2g/yr"
"8337","2400","Historical","-0.2g/yr",2080,71137,110089.5,178785.35,"2400 Historical -0.2g/yr"
"8338","3050","Historical","-0.2g/yr",2080,14908.225,101348,166029.575,"3050 Historical -0.2g/yr"
"8339","3600","Historical","-0.2g/yr",2080,0,36771.5,140015.675,"3600 Historical -0.2g/yr"
"8340","4800","Historical","-0.2g/yr",2080,0,0,0,"4800 Historical -0.2g/yr"
"8341","0","Pup","-0.2g/yr",2080,80489.5,119204.5,187133.4,"0 Pup -0.2g/yr"
"8342","1311","Pup","-0.2g/yr",2080,79396.225,117636,185286.475,"1311 Pup -0.2g/yr"
"8343","2400","Pup","-0.2g/yr",2080,71733.25,110380.5,178877.075,"2400 Pup -0.2g/yr"
"8344","3050","Pup","-0.2g/yr",2080,40015.75,103316,169229.425,"3050 Pup -0.2g/yr"
"8345","3600","Pup","-0.2g/yr",2080,0,66115.5,148503.475,"3600 Pup -0.2g/yr"
"8346","4800","Pup","-0.2g/yr",2080,0,0,0,"4800 Pup -0.2g/yr"
"8347","0","Adult","-0.2g/yr",2080,80649.55,119269.5,187141.9,"0 Adult -0.2g/yr"
"8348","1311","Adult","-0.2g/yr",2080,79035.675,117571.5,185384.1,"1311 Adult -0.2g/yr"
"8349","2400","Adult","-0.2g/yr",2080,69568.1,109006.5,175424.125,"2400 Adult -0.2g/yr"
"8350","3050","Adult","-0.2g/yr",2080,0,94237,160243.375,"3050 Adult -0.2g/yr"
"8351","3600","Adult","-0.2g/yr",2080,0,0,125876.375,"3600 Adult -0.2g/yr"
"8352","4800","Adult","-0.2g/yr",2080,0,0,0,"4800 Adult -0.2g/yr"
"8353","0","Male","-0.2g/yr",2080,80522.2,119245.5,187263.7,"0 Male -0.2g/yr"
"8354","1311","Male","-0.2g/yr",2080,79489.15,117919,185856.2,"1311 Male -0.2g/yr"
"8355","2400","Male","-0.2g/yr",2080,74406.15,112355,179985.1,"2400 Male -0.2g/yr"
"8356","3050","Male","-0.2g/yr",2080,69664.6,108966,177208.45,"3050 Male -0.2g/yr"
"8357","3600","Male","-0.2g/yr",2080,0,100243,165823.025,"3600 Male -0.2g/yr"
"8358","4800","Male","-0.2g/yr",2080,0,0,78011.825,"4800 Male -0.2g/yr"
"8359","0","Female","-0.2g/yr",2080,80448.325,119269,186963.075,"0 Female -0.2g/yr"
"8360","1311","Female","-0.2g/yr",2080,78954.65,117388,184957.875,"1311 Female -0.2g/yr"
"8361","2400","Female","-0.2g/yr",2080,61145.85,105489,171897.25,"2400 Female -0.2g/yr"
"8362","3050","Female","-0.2g/yr",2080,0,51162,142100.3,"3050 Female -0.2g/yr"
"8363","3600","Female","-0.2g/yr",2080,0,0,56753.275,"3600 Female -0.2g/yr"
"8364","4800","Female","-0.2g/yr",2080,0,0,0,"4800 Female -0.2g/yr"
"8365","0","Historical","+4g in 2025",2080,82822.3,123204,194822.65,"0 Historical +4g in 2025"
"8366","1311","Historical","+4g in 2025",2080,81953,121814.5,193390.325,"1311 Historical +4g in 2025"
"8367","2400","Historical","+4g in 2025",2080,77384.275,116620,188055.625,"2400 Historical +4g in 2025"
"8368","3050","Historical","+4g in 2025",2080,74189.175,114437,185165.975,"3050 Historical +4g in 2025"
"8369","3600","Historical","+4g in 2025",2080,54777.35,110749.5,182005.225,"3600 Historical +4g in 2025"
"8370","4800","Historical","+4g in 2025",2080,0,0,148124,"4800 Historical +4g in 2025"
"8371","0","Pup","+4g in 2025",2080,82683.725,123194.5,194782.375,"0 Pup +4g in 2025"
"8372","1311","Pup","+4g in 2025",2080,81751.95,121822.5,193149.925,"1311 Pup +4g in 2025"
"8373","2400","Pup","+4g in 2025",2080,77482.025,116788.5,188232.35,"2400 Pup +4g in 2025"
"8374","3050","Pup","+4g in 2025",2080,74879.525,114587,186245.375,"3050 Pup +4g in 2025"
"8375","3600","Pup","+4g in 2025",2080,68787,111797.5,182562.95,"3600 Pup +4g in 2025"
"8376","4800","Pup","+4g in 2025",2080,0,0,156123.825,"4800 Pup +4g in 2025"
"8377","0","Adult","+4g in 2025",2080,82934.15,123091,194845.625,"0 Adult +4g in 2025"
"8378","1311","Adult","+4g in 2025",2080,81951.875,121662.5,192961.5,"1311 Adult +4g in 2025"
"8379","2400","Adult","+4g in 2025",2080,77064.95,116087.5,187708.05,"2400 Adult +4g in 2025"
"8380","3050","Adult","+4g in 2025",2080,72016.825,113662,184849.5,"3050 Adult +4g in 2025"
